Origin_Airport_Code,Destination_Airport_Code,Estimated_Duration_Hours,Estimated_Duration_Minutes
LGW,HEL,1,48
DUB,LGW,3,7
AMS,HEL,2,38
BUD,MUC,4,5
PRG,ZRH,3,38
BRU,CPH,2,43
BUD,DUB,3,58
MAD,LIS,3,56
GVA,PMI,2,12
HEL,CDG,2,0
BUD,BCN,4,53
VIE,DUS,1,35
BCN,IST,4,27
ZRH,BCN,2,2
MAN,MXP,2,22
FCO,IST,2,52
LIS,IST,2,49
LGW,DUS,2,39
ATH,BUD,4,44
OSL,WAW,3,42
HEL,CPH,2,43
PMI,MAD,4,23
CDG,VIE,3,35
DUB,MAN,4,57
IST,HEL,2,27
ATH,BUD,1,49
ARN,DUB,3,56
BRU,DUB,3,56
MUC,PRG,2,36
MAN,ZRH,4,20
CPH,MXP,4,41
ZRH,DUB,1,46
ATH,PMI,3,11
ZRH,CDG,3,17
BUD,ARN,4,50
ATH,PMI,2,14
LGW,ALC,2,6
CPH,ZRH,1,8
DUS,MUC,3,51
VIE,IST,2,8
LGW,MAD,4,25
ATH,FRA,1,11
PMI,CPH,1,10
FRA,GVA,2,1
ZRH,OSL,3,20
FRA,BUD,3,12
BRU,MAD,2,1
BUD,AGP,1,29
ZRH,IST,3,15
PMI,CPH,4,21
BUD,PRG,5,9
CPH,ALC,2,37
PMI,WAW,4,12
ZRH,ATH,1,48
BCN,AMS,4,47
GVA,ZRH,3,20
GVA,HEL,5,9
OSL,HEL,4,28
CPH,MAD,3,45
VIE,MUC,1,17
ALC,OSL,4,43
ALC,BRU,1,0
FCO,LIS,1,0
WAW,BRU,1,50
HEL,VIE,2,57
MAN,FCO,4,12
BCN,LIS,3,51
BRU,MAD,4,20
MUC,PMI,1,27
BCN,LIS,4,26
BRU,ARN,2,55
ARN,BUD,4,19
AGP,ZRH,2,0
PMI,LIS,4,5
OSL,CPH,4,32
DUS,ARN,4,7
DUB,ZRH,4,36
AMS,DUB,1,32
LGW,VIE,3,20
FRA,ALC,1,42
BCN,IST,1,58
LHR,ZRH,4,35
FCO,MAN,4,18
DUS,BUD,2,46
LIS,MXP,1,38
AGP,ALC,3,27
IST,LGW,2,28
CPH,OSL,3,33
BCN,AMS,2,26
LGW,VIE,3,40
BRU,VIE,3,43
LGW,AGP,2,54
GVA,MXP,4,5
GVA,LIS,1,47
ALC,IST,2,34
GVA,CPH,3,43
DUB,BCN,3,0
ZRH,HEL,2,35
BCN,MAD,2,18
CPH,AGP,1,52
ALC,DUB,1,21
MAN,LHR,3,43
DUS,BUD,3,57
CPH,HEL,4,16
PRG,BCN,2,16
MXP,ATH,2,42
BUD,DUS,3,14
HEL,LIS,4,18
LIS,DUS,2,21
CPH,DUB,1,0
ALC,LGW,2,29
LHR,BUD,3,40
MUC,VIE,1,5
DUB,OSL,3,17
CPH,VIE,4,3
LIS,BRU,3,35
BRU,VIE,1,12
PMI,VIE,1,37
PRG,ARN,5,5
DUB,BUD,3,35
GVA,AGP,4,4
DUS,HEL,5,12
IST,FRA,4,3
VIE,AMS,3,16
IST,AMS,1,24
CPH,HEL,3,16
IST,BRU,4,6
LGW,ZRH,1,38
ALC,BUD,2,50
PRG,BUD,1,11
BUD,ATH,3,9
HEL,FRA,3,57
ATH,HEL,2,4
MAN,MXP,1,22
BCN,PMI,3,50
LIS,MAD,5,11
LIS,BCN,1,59
LGW,ZRH,2,40
ATH,CPH,1,58
CPH,DUB,4,26
PMI,LIS,3,40
BUD,AMS,3,36
DUB,ZRH,1,55
GVA,ZRH,3,41
BRU,FCO,1,41
ALC,MAD,4,8
BRU,MXP,2,32
MAN,WAW,2,31
IST,FRA,1,24
MUC,BRU,2,43
PMI,BUD,4,54
DUS,ARN,2,12
LIS,ALC,2,21
CPH,BCN,1,49
BUD,CDG,2,28
DUB,IST,3,3
MAD,BCN,3,46
PRG,AMS,4,4
IST,PMI,3,55
FRA,ALC,1,42
ALC,AGP,5,8
PMI,FRA,3,25
DUB,OSL,3,27
ZRH,ATH,4,26
MAD,BRU,2,41
BCN,ALC,3,37
ATH,LIS,2,55
WAW,MAN,2,1
AGP,DUB,3,20
LIS,CDG,2,18
BUD,AMS,2,21
LGW,PRG,1,31
HEL,GVA,3,49
AGP,AMS,1,41
ATH,BUD,2,10
FRA,LIS,1,16
HEL,FCO,1,29
BUD,AMS,3,16
CDG,ZRH,1,13
ARN,VIE,1,48
ZRH,DUS,3,35
MAN,CDG,2,41
LIS,GVA,1,39
MUC,IST,4,21
VIE,GVA,1,33
BRU,PMI,3,26
WAW,BUD,3,13
ARN,LHR,4,18
HEL,ARN,4,0
AGP,BCN,2,37
AGP,MXP,1,25
ALC,ARN,3,56
OSL,FCO,1,1
AGP,DUB,2,19
CPH,IST,3,8
FRA,CDG,2,26
ARN,AGP,1,23
AMS,HEL,1,43
BRU,ARN,2,46
DUB,CPH,2,53
ATH,MXP,3,44
FCO,ATH,3,23
DUB,VIE,4,3
WAW,ATH,2,29
BUD,FCO,3,21
CDG,BRU,4,13
DUB,MUC,5,10
CDG,LIS,2,56
BCN,BRU,1,36
MAN,AMS,1,38
PMI,IST,2,0
ZRH,OSL,2,0
AMS,GVA,4,37
PMI,PRG,3,21
IST,PRG,3,12
MXP,VIE,1,11
PRG,MAN,3,50
BCN,BRU,2,9
LHR,DUB,1,0
ZRH,AGP,1,55
MAD,OSL,3,9
DUB,BCN,1,27
WAW,ATH,2,54
ZRH,IST,3,43
LGW,BCN,3,55
BCN,CDG,2,30
ALC,FRA,2,57
AGP,DUS,3,14
WAW,GVA,3,6
OSL,BRU,1,59
ALC,ZRH,1,54
DUB,MXP,2,58
MXP,ARN,2,29
DUS,LIS,3,25
BUD,PMI,2,47
ZRH,FRA,4,13
BUD,DUB,5,2
ATH,BCN,4,26
AGP,BUD,1,0
CDG,IST,1,35
GVA,CDG,1,0
BCN,DUB,1,34
BCN,LHR,3,52
GVA,MXP,3,10
MAN,CPH,2,40
PMI,GVA,1,45
DUB,FRA,2,4
PRG,ALC,4,59
ATH,CDG,3,44
BCN,OSL,3,35
ALC,ZRH,4,0
ALC,MXP,1,26
MAD,BCN,2,52
AGP,LHR,4,32
VIE,ARN,4,11
FRA,IST,4,18
AGP,FRA,2,51
DUS,LIS,2,48
MUC,MAN,4,3
PMI,BCN,3,4
AGP,MXP,5,3
LGW,LHR,3,0
PMI,MAD,2,42
PRG,AGP,3,56
PRG,DUS,2,38
CDG,ARN,2,32
PMI,FCO,1,55
VIE,FRA,1,43
IST,ZRH,3,48
PMI,ZRH,3,33
ARN,AMS,1,29
ARN,FRA,3,38
DUS,OSL,2,21
BRU,HEL,3,24
LHR,FCO,1,26
AMS,OSL,1,40
HEL,MAD,2,42
OSL,LIS,2,57
MAN,ARN,2,42
IST,LGW,1,51
MXP,ATH,3,27
MXP,LHR,1,14
IST,LHR,4,49
LGW,MUC,3,6
VIE,MAD,2,40
PMI,MUC,2,19
AMS,OSL,1,19
ALC,IST,3,10
DUS,AGP,1,24
CDG,PRG,3,1
DUS,DUB,1,29
GVA,HEL,2,16
ALC,AMS,2,25
MAN,DUB,3,12
BCN,WAW,4,25
BUD,ZRH,1,43
IST,WAW,2,40
ARN,GVA,2,38
BUD,MAD,2,52
MAD,FRA,1,11
BCN,OSL,3,27
LIS,WAW,1,18
LHR,HEL,3,9
ALC,GVA,3,50
ARN,FCO,3,58
FRA,VIE,3,10
BCN,WAW,2,4
LGW,GVA,2,8
LHR,AGP,2,38
AMS,DUB,4,17
BCN,FRA,1,19
FRA,BCN,2,22
MUC,AGP,2,42
CDG,BRU,1,26
PMI,CDG,3,33
IST,CDG,2,47
IST,MAN,1,30
PRG,FRA,4,15
PMI,LHR,3,9
DUB,CPH,2,53
BUD,FCO,3,50
CPH,LHR,1,6
ALC,MAD,4,15
CDG,LIS,4,6
PRG,LHR,2,32
ALC,CDG,4,33
ZRH,MXP,2,0
MAD,IST,4,25
BCN,ALC,4,46
ZRH,PMI,4,50
OSL,MAN,2,3
ZRH,LIS,1,36
ZRH,OSL,2,18
LGW,CPH,2,32
WAW,BRU,3,24
BCN,MAD,1,26
HEL,AMS,1,7
OSL,VIE,1,14
CPH,GVA,3,25
GVA,BRU,2,48
FRA,MAD,3,23
ARN,WAW,3,23
FRA,PRG,1,14
DUS,LHR,5,3
CPH,WAW,4,25
CDG,HEL,3,28
BUD,BCN,2,28
MAD,OSL,2,4
DUB,IST,1,32
MAN,FCO,5,0
MXP,AGP,4,12
LGW,AGP,5,1
FCO,IST,3,55
ZRH,WAW,3,39
ZRH,DUS,4,9
ZRH,PMI,1,3
DUB,DUS,1,58
VIE,MUC,1,30
BRU,FCO,1,18
BCN,ATH,1,23
LGW,FRA,3,20
GVA,HEL,4,0
LIS,ALC,2,30
AMS,LGW,2,33
ZRH,HEL,3,4
MUC,FCO,2,6
BUD,ALC,3,35
IST,ZRH,1,31
LGW,GVA,4,13
FRA,VIE,1,20
BCN,AGP,1,36
WAW,BRU,1,15
MXP,GVA,3,17
PRG,MAN,2,39
CPH,LHR,3,49
FRA,FCO,3,11
FCO,LHR,1,38
BUD,BCN,2,29
ARN,GVA,1,35
PRG,CPH,1,41
LIS,GVA,1,38
OSL,AMS,2,26
ARN,ALC,2,52
BUD,ARN,2,35
HEL,MUC,1,37
LGW,MUC,2,31
BUD,VIE,1,48
MUC,LHR,1,35
MXP,WAW,2,32
HEL,FRA,4,7
ZRH,IST,3,46
MXP,BUD,2,0
OSL,LHR,2,35
ALC,FRA,3,36
LHR,LIS,2,2
WAW,BRU,2,22
BCN,ARN,1,54
BUD,CPH,4,30
VIE,WAW,4,10
CDG,MAN,2,35
PRG,ARN,2,42
LHR,WAW,1,9
DUB,CDG,3,0
HEL,ATH,4,1
IST,LGW,3,26
IST,MXP,4,8
AMS,HEL,2,30
FRA,BCN,4,32
CDG,DUS,1,56
BCN,PMI,4,23
AMS,LIS,4,16
LGW,MUC,4,42
BUD,FRA,3,16
DUS,BRU,4,32
ATH,HEL,2,5
MAD,MUC,1,7
MXP,BUD,2,16
DUS,ARN,5,3
ALC,HEL,2,15
WAW,LGW,3,50
LHR,MAD,4,59
CPH,MUC,2,47
PMI,OSL,1,28
VIE,BUD,1,35
BUD,CDG,2,25
BCN,MAD,1,0
DUS,GVA,4,26
DUB,VIE,2,56
DUS,DUB,4,20
WAW,OSL,2,27
PRG,BRU,3,57
MAD,PRG,1,46
AGP,LGW,4,15
LGW,ZRH,1,19
ATH,VIE,4,58
CDG,VIE,4,28
MAN,MAD,1,55
LIS,ATH,1,34
GVA,PRG,2,16
CPH,GVA,4,22
DUS,BUD,2,29
FRA,AGP,3,21
MXP,ALC,2,29
PMI,MAN,2,54
MXP,MUC,2,48
PMI,LGW,3,48
CPH,IST,1,45
DUS,MAD,4,52
OSL,PMI,2,32
ARN,OSL,2,2
MXP,VIE,1,41
ATH,AGP,4,21
LHR,LIS,3,15
OSL,BRU,1,44
PMI,ZRH,3,40
OSL,FCO,1,57
ATH,OSL,2,35
ATH,IST,4,17
DUS,IST,1,48
BRU,OSL,1,54
LGW,MXP,3,31
BRU,MAN,3,44
IST,CPH,4,33
OSL,FCO,4,47
MXP,ZRH,1,49
BUD,PRG,2,39
IST,ATH,3,12
PRG,IST,2,6
ATH,WAW,3,51
ATH,DUB,1,33
PMI,LHR,1,53
LGW,HEL,2,25
HEL,DUS,4,3
PMI,ATH,2,33
AMS,DUS,3,40
BUD,AMS,2,5
AGP,LGW,3,15
DUB,ATH,3,17
ALC,WAW,1,15
BCN,DUS,4,6
ATH,BUD,3,26
LIS,DUB,3,58
FRA,BRU,2,42
BCN,CPH,2,36
MXP,OSL,3,40
VIE,MAD,3,51
CDG,MXP,1,1
HEL,FCO,4,28
MUC,BRU,4,2
ATH,DUS,1,35
HEL,ATH,1,59
PRG,PMI,2,15
LGW,IST,1,32
AMS,IST,4,14
FCO,ATH,2,23
BRU,PMI,3,47
HEL,DUS,3,45
CDG,FRA,3,25
ATH,HEL,1,27
FCO,LHR,3,3
BUD,WAW,4,15
OSL,MAN,4,43
PRG,ATH,2,6
AMS,MXP,4,54
DUS,MAN,1,3
PRG,IST,4,35
PRG,BRU,1,17
MXP,LIS,3,50
PRG,BCN,3,49
MUC,AMS,3,8
MAD,HEL,3,12
BRU,DUS,1,33
AMS,MUC,5,10
DUB,BUD,2,44
LGW,BRU,4,22
MAD,AGP,1,0
BRU,MXP,4,42
ARN,CDG,3,30
IST,HEL,2,27
CDG,MXP,2,49
LHR,MAD,4,2
OSL,BUD,3,31
DUB,PMI,1,38
AMS,MXP,4,56
LIS,PMI,4,43
OSL,MXP,3,1
VIE,DUB,3,3
CPH,WAW,2,0
VIE,HEL,4,5
WAW,LIS,1,53
OSL,MAD,3,39
MUC,AGP,2,42
LGW,MUC,4,39
PMI,FRA,2,9
LIS,CPH,3,35
MAD,ZRH,2,27
LGW,ATH,4,26
BRU,DUB,1,46
DUB,AGP,2,26
ALC,MAN,1,59
PRG,HEL,2,33
LHR,AMS,4,11
CDG,MAN,2,16
ATH,OSL,2,5
DUB,BRU,2,48
BUD,ALC,2,44
AGP,VIE,2,28
BRU,LGW,3,45
AGP,DUS,1,59
PRG,FRA,3,54
FRA,AMS,3,21
BUD,VIE,1,45
MAN,IST,4,59
DUB,BRU,3,48
HEL,DUB,3,57
OSL,LIS,1,15
DUB,BRU,4,2
BUD,GVA,4,18
LIS,DUS,2,51
WAW,CDG,4,41
PRG,LHR,4,27
BRU,AGP,1,48
DUB,DUS,3,26
HEL,LGW,1,58
ALC,MAN,2,35
ALC,BRU,2,3
CDG,LGW,1,17
ALC,OSL,2,24
HEL,AMS,3,38
DUB,LGW,4,9
MXP,MUC,3,38
FCO,HEL,2,32
MAD,ARN,4,18
BUD,MAD,1,0
LGW,DUS,2,13
ARN,LHR,1,39
ZRH,BCN,2,36
ARN,HEL,1,42
ALC,FRA,1,51
CPH,DUB,1,0
CDG,OSL,3,39
WAW,CPH,1,5
MUC,FCO,3,33
MXP,IST,1,30
AGP,BUD,4,22
ALC,PRG,1,21
MAN,FRA,3,12
DUS,BUD,4,56
ZRH,LHR,4,54
WAW,IST,3,44
ALC,BRU,3,56
ARN,OSL,3,33
VIE,FCO,1,35
ALC,OSL,1,0
FCO,CPH,3,37
LGW,ATH,1,10
DUB,PRG,1,0
WAW,BUD,1,20
MUC,MXP,3,12
MAD,ALC,3,53
LHR,BCN,4,54
ARN,PRG,1,31
CPH,GVA,3,14
MUC,GVA,1,59
ARN,MUC,3,2
OSL,DUS,4,16
VIE,AGP,1,23
MUC,ARN,2,19
MAN,LIS,3,55
ALC,DUB,3,29
DUB,MAN,1,33
ZRH,ATH,4,34
ATH,DUS,1,16
DUS,BCN,1,10
MAD,FRA,1,0
GVA,LIS,5,10
CPH,PMI,2,22
CPH,DUS,1,24
MAD,ZRH,4,16
FCO,OSL,4,56
MAN,GVA,4,0
LHR,DUB,4,31
PMI,LGW,3,32
GVA,AGP,3,53
LIS,BCN,4,8
LGW,HEL,1,49
LHR,PRG,3,39
GVA,ALC,1,11
FCO,WAW,3,55
MXP,AMS,4,24
VIE,MAN,4,52
BUD,BCN,3,28
PMI,GVA,3,50
DUB,BRU,2,15
FRA,BRU,3,3
ZRH,BUD,3,10
WAW,GVA,2,51
PRG,LHR,3,46
LGW,PRG,4,1
MAN,BUD,3,1
LHR,LIS,3,29
DUB,MAN,1,0
WAW,ATH,4,33
MUC,LHR,1,26
VIE,ALC,4,12
BRU,PRG,1,37
DUS,ARN,2,38
ZRH,BCN,4,9
OSL,AGP,2,58
CDG,DUB,4,16
IST,ALC,2,10
FRA,ZRH,1,9
WAW,HEL,2,35
CPH,DUB,2,53
BUD,DUS,1,1
MUC,FRA,4,48
LHR,HEL,1,38
GVA,LIS,2,50
FCO,MXP,2,28
LIS,PRG,2,26
PMI,CDG,2,0
ALC,MAD,3,19
PMI,CPH,1,18
AMS,CDG,1,29
OSL,ZRH,1,57
BCN,MAN,2,40
HEL,BUD,3,8
ZRH,MUC,1,30
WAW,PMI,4,27
MXP,ARN,4,33
VIE,PMI,3,32
HEL,LHR,1,0
BRU,WAW,3,37
PRG,MUC,1,54
HEL,DUS,1,17
BRU,HEL,1,0
CDG,GVA,2,43
ZRH,GVA,2,33
AMS,LHR,3,14
ALC,MUC,4,17
BRU,LGW,3,4
DUB,PMI,2,48
CPH,WAW,3,31
AMS,ARN,1,24
DUS,OSL,1,15
LGW,DUS,4,36
DUS,AMS,1,8
PRG,PMI,2,51
ATH,BRU,3,3
AMS,PMI,3,2
IST,DUB,3,46
PMI,MAD,1,21
GVA,MAD,3,2
CPH,WAW,1,19
IST,ARN,2,25
HEL,DUS,4,18
AMS,GVA,2,50
BCN,GVA,4,1
LGW,AGP,4,34
ZRH,WAW,2,50
CDG,PMI,3,55
OSL,CPH,3,56
ARN,LIS,1,59
FCO,OSL,1,54
OSL,AMS,1,28
PMI,BRU,3,8
BCN,MAD,2,58
PMI,ARN,4,32
ALC,MXP,1,52
ZRH,DUS,1,30
VIE,FRA,4,18
MAN,PMI,4,13
FCO,DUB,2,48
AGP,WAW,2,55
BCN,PMI,1,24
MAD,VIE,3,23
PRG,DUS,2,31
VIE,CDG,1,39
WAW,CPH,1,46
GVA,CPH,4,40
BCN,DUB,3,7
ATH,BRU,3,7
CDG,DUB,1,10
HEL,IST,3,44
AMS,ARN,1,46
PRG,BUD,4,36
BRU,AGP,4,12
ZRH,BRU,4,42
AGP,BUD,2,0
DUS,AGP,4,45
ZRH,AMS,2,48
DUB,FCO,2,45
DUB,ARN,3,15
FRA,HEL,1,16
WAW,OSL,1,39
IST,LGW,3,5
IST,LIS,4,1
MXP,PMI,3,39
MAD,MXP,3,27
GVA,IST,2,30
MUC,BUD,3,50
FRA,ATH,4,0
BCN,OSL,2,28
FRA,ATH,4,13
DUB,VIE,1,41
AMS,WAW,3,48
LHR,MAN,1,36
HEL,LGW,2,58
IST,ARN,3,19
IST,MXP,1,21
GVA,WAW,4,29
IST,MXP,2,30
CPH,DUS,4,21
BCN,MUC,4,12
LHR,IST,2,3
CPH,LHR,2,27
IST,BRU,5,5
LIS,BCN,2,46
DUB,FCO,4,35
AGP,PMI,3,13
LGW,GVA,4,7
ATH,AMS,2,16
OSL,LIS,2,8
DUB,WAW,4,42
MUC,BUD,2,41
LGW,CDG,4,24
BRU,WAW,2,16
ALC,GVA,1,45
LHR,MAD,3,50
IST,AGP,3,35
FCO,MXP,2,20
VIE,PMI,3,56
OSL,MAN,1,44
DUB,MAD,1,39
ALC,ATH,2,26
OSL,BCN,1,4
MXP,BRU,3,44
ZRH,PRG,2,53
BUD,GVA,1,47
BCN,DUB,2,48
OSL,MAN,4,1
MXP,DUS,2,48
ZRH,MUC,4,44
OSL,PMI,1,58
BCN,AMS,3,27
FCO,AGP,3,57
MAD,CDG,3,23
BUD,PRG,1,22
ATH,MAN,1,42
DUS,VIE,2,52
MAN,MUC,2,58
ATH,DUS,2,15
PMI,WAW,3,30
ALC,DUB,4,25
CPH,HEL,2,34
OSL,VIE,1,35
WAW,PMI,4,15
DUB,GVA,1,10
DUS,MAD,1,43
VIE,MAD,3,40
MAD,MXP,3,36
BUD,OSL,2,28
FRA,OSL,4,56
LHR,ALC,1,7
ZRH,AMS,2,29
AMS,LIS,1,13
MAD,PRG,3,35
ALC,LGW,3,59
FCO,AMS,2,38
ARN,ATH,2,17
ZRH,AGP,4,56
ZRH,VIE,4,10
ATH,BUD,1,17
ATH,AGP,3,26
OSL,FRA,3,9
IST,LIS,4,23
WAW,IST,3,14
PMI,CDG,1,48
MUC,FCO,2,38
WAW,BCN,2,36
CPH,MXP,1,18
ALC,FCO,4,55
DUS,PRG,3,47
ZRH,BUD,3,41
PMI,LGW,1,46
BUD,PMI,2,18
PRG,CDG,1,28
AMS,PMI,4,12
WAW,BUD,2,55
ZRH,BRU,1,55
MUC,MAD,4,15
GVA,ZRH,1,18
MUC,LGW,3,11
IST,ARN,3,53
MXP,LIS,4,29
MXP,ATH,3,39
DUS,DUB,1,11
BRU,PMI,3,26
VIE,DUS,3,49
MUC,HEL,2,40
BCN,PMI,3,14
MAD,IST,1,49
OSL,CPH,3,11
CDG,AMS,4,3
HEL,FRA,2,58
WAW,PMI,3,15
BCN,IST,2,17
LHR,MAD,2,56
ATH,HEL,3,5
LIS,HEL,4,30
BRU,ZRH,4,6
FRA,BRU,4,34
WAW,HEL,2,4
DUS,MAD,3,17
LGW,BRU,1,0
GVA,PMI,2,39
LIS,ALC,2,25
FCO,ARN,1,0
CDG,PMI,2,34
AMS,HEL,2,35
BRU,DUS,4,52
LHR,PMI,3,14
MXP,BCN,1,56
LGW,WAW,3,36
ALC,PRG,1,46
MUC,BRU,3,16
CPH,BUD,3,56
MUC,FRA,4,12
DUS,PMI,4,2
BCN,OSL,2,2
BCN,LGW,1,47
DUS,WAW,4,37
PRG,ALC,3,50
CPH,MUC,4,8
ARN,DUS,3,21
ALC,MAD,3,28
DUB,BCN,1,52
HEL,BUD,4,46
ALC,MXP,3,22
WAW,OSL,3,4
CPH,FRA,2,15
DUS,FRA,3,13
MAN,WAW,2,39
CDG,ARN,3,45
CDG,CPH,3,48
ALC,ATH,4,43
MXP,OSL,1,18
ATH,FRA,4,13
OSL,BUD,2,36
BCN,CPH,3,35
LHR,DUS,4,24
BCN,DUB,3,45
FCO,BCN,4,6
PRG,GVA,1,28
MXP,PMI,1,10
VIE,PRG,4,39
BCN,GVA,3,37
ZRH,CPH,3,28
LGW,BUD,2,34
FCO,BRU,5,4
CPH,MAD,2,19
ATH,FRA,1,53
MUC,ZRH,4,5
BUD,MUC,3,24
CPH,LIS,4,3
FRA,AMS,3,5
VIE,PMI,1,38
BRU,MXP,2,1
PRG,LHR,3,46
CPH,AMS,2,17
MXP,AGP,3,4
PMI,CPH,2,40
BCN,BUD,2,52
LIS,BCN,2,48
PMI,DUB,3,34
AGP,GVA,2,48
VIE,HEL,2,20
AMS,AGP,3,12
BCN,PRG,1,3
IST,GVA,4,14
BRU,MAN,3,3
AMS,MXP,3,42
WAW,MXP,4,36
FRA,ALC,1,59
VIE,MAN,1,1
ZRH,PRG,4,14
DUS,BCN,3,37
HEL,MXP,3,12
AMS,CPH,2,7
VIE,ATH,4,24
AMS,BUD,3,43
AMS,PMI,4,56
DUB,ATH,1,40
BRU,CPH,2,41
BRU,PRG,4,24
FCO,ARN,2,24
CPH,AMS,2,5
ALC,ZRH,2,2
ZRH,WAW,3,31
CDG,AMS,1,46
GVA,ZRH,1,54
AGP,HEL,3,55
PMI,BUD,3,8
PRG,MXP,1,38
AGP,ATH,1,22
BCN,MXP,4,34
VIE,PMI,2,33
MAD,AMS,3,1
BUD,DUS,2,42
VIE,BRU,1,55
ALC,MXP,2,54
GVA,FCO,1,19
FRA,OSL,3,30
ARN,PMI,2,32
MAN,AMS,4,17
VIE,MAD,2,59
MXP,ARN,2,43
ATH,ARN,4,17
ZRH,WAW,4,20
LGW,ATH,4,34
DUS,ALC,2,43
MXP,PRG,2,6
DUB,WAW,2,14
MAD,BCN,3,11
ATH,MXP,2,3
WAW,DUB,4,16
FCO,BUD,1,3
BRU,DUB,2,46
GVA,WAW,2,26
ZRH,CPH,1,42
BCN,FRA,3,13
CDG,BCN,3,49
AMS,AGP,1,1
WAW,MXP,1,17
LGW,DUS,4,13
PRG,MXP,3,41
MUC,ARN,3,28
AGP,LHR,3,31
MXP,PMI,1,47
ZRH,MXP,4,19
OSL,AGP,2,7
OSL,IST,2,11
FCO,MAN,3,37
OSL,AMS,2,57
IST,FCO,3,11
MXP,DUB,1,0
MAN,AMS,4,15
ALC,GVA,1,50
IST,MAN,4,48
LIS,ALC,2,54
BCN,ARN,1,47
AGP,BCN,1,37
FRA,GVA,1,11
MAD,DUB,2,30
PRG,MXP,1,40
CPH,FCO,2,26
BUD,BCN,3,16
DUB,MXP,3,43
BRU,HEL,2,21
MXP,FRA,4,9
ATH,PRG,4,39
FCO,HEL,2,33
ALC,LHR,1,13
MAD,ZRH,2,34
LHR,ATH,2,57
MAN,PRG,2,36
ALC,AMS,1,15
DUB,AMS,3,42
LGW,DUB,3,34
BRU,ZRH,4,7
LHR,DUS,4,30
ARN,PMI,2,37
AGP,HEL,2,40
DUS,FCO,4,31
DUB,HEL,3,17
DUS,LHR,1,27
OSL,LHR,3,22
AGP,FCO,3,42
BCN,LGW,4,18
LGW,MAN,3,56
CPH,FRA,3,53
CDG,MAD,3,4
DUB,PRG,2,50
DUB,LGW,1,36
FRA,PRG,1,0
LHR,CDG,1,22
FRA,AGP,1,0
FRA,PRG,3,7
MUC,CPH,1,56
AMS,BRU,3,56
PMI,ALC,2,14
DUS,LHR,2,24
LGW,BCN,2,57
MUC,LIS,1,41
PRG,AGP,4,21
MAD,CPH,2,48
DUS,PMI,4,31
BRU,ATH,2,21
OSL,ATH,3,36
CDG,ALC,1,52
ARN,FCO,4,51
FCO,MAD,1,27
HEL,OSL,2,1
IST,ALC,1,33
BUD,LIS,1,40
ZRH,LGW,3,27
LGW,VIE,2,12
BCN,GVA,1,50
LGW,ZRH,3,12
AGP,GVA,3,56
ARN,BRU,5,7
LIS,AGP,3,13
LHR,FRA,4,48
ARN,AGP,1,54
AGP,OSL,3,8
BCN,ALC,2,23
MXP,ARN,2,19
DUB,ATH,2,40
ZRH,OSL,3,20
VIE,BUD,2,2
LHR,MUC,3,57
WAW,MUC,2,8
DUS,ATH,4,21
LIS,ARN,5,1
MXP,DUB,4,31
MXP,PRG,3,27
ZRH,MUC,2,20
OSL,MAN,2,59
BUD,MUC,1,0
FRA,MAN,1,24
MAN,BRU,4,30
CDG,BRU,1,28
LIS,HEL,3,42
ALC,VIE,1,54
DUS,LHR,1,49
VIE,IST,2,40
ATH,DUS,5,0
BUD,OSL,2,34
CDG,PMI,3,13
IST,MXP,2,10
LHR,ATH,4,25
AGP,MXP,3,16
FRA,ZRH,1,10
AGP,GVA,1,7
BCN,FRA,3,10
PMI,HEL,3,47
VIE,MUC,2,2
PRG,HEL,3,9
PMI,ZRH,3,23
FCO,DUS,4,16
MUC,HEL,2,59
GVA,MUC,2,10
DUB,DUS,1,40
LHR,ARN,2,53
WAW,OSL,1,13
CPH,MAN,3,3
ZRH,PMI,1,49
FCO,ARN,4,43
AGP,LGW,2,2
AMS,FRA,2,24
LHR,MAN,3,35
BCN,LHR,4,36
ARN,VIE,2,29
HEL,BRU,4,37
FRA,BRU,3,45
MAN,ALC,3,39
BRU,ZRH,3,48
BCN,MXP,1,55
DUB,PRG,2,47
ATH,AGP,1,22
PRG,DUB,3,1
ZRH,AGP,3,0
FRA,LGW,3,30
MXP,CDG,3,33
HEL,MAD,4,34
CDG,MAD,2,47
DUS,LGW,4,40
WAW,PRG,1,41
PRG,IST,1,28
PRG,DUS,4,55
DUB,IST,2,46
LIS,GVA,2,9
MAN,CPH,2,17
DUB,LHR,3,12
BUD,MAN,2,18
LIS,AMS,3,56
PRG,BUD,1,42
PMI,BCN,1,36
ALC,BUD,2,16
ARN,BUD,2,4
CDG,ATH,1,22
OSL,MAD,2,17
AGP,LHR,2,51
DUB,ZRH,3,40
PMI,ARN,3,33
CPH,AGP,3,20
PRG,DUB,1,47
DUS,CDG,1,56
MAD,CPH,4,24
LGW,ALC,1,0
IST,MAN,3,32
DUS,LIS,4,52
ALC,DUS,2,51
DUS,GVA,4,43
ZRH,AGP,1,23
OSL,IST,2,12
IST,BRU,4,36
HEL,CDG,2,10
FCO,ALC,2,10
ZRH,AMS,3,17
FRA,BCN,3,14
MAN,CDG,2,50
ALC,HEL,1,12
BUD,MAD,2,6
OSL,FRA,2,51
FCO,BRU,3,7
FRA,MUC,3,43
FRA,IST,2,5
CDG,OSL,3,42
CDG,GVA,3,14
DUB,HEL,1,11
